candidate_id,expression_hash,expression,factor_lane,source_lane,source_generator,fields,fields_list,max_window,ast_skeleton,ast_operator_sequence,ast_operator_multiset,ast_root_operator,ast_depth,ast_depth_bin,ast_operator_count,ast_operator_count_bin,ast_field_count,ast_field_count_bin,ast_window_count,ast_window_count_bin,ast_max_window,ast_max_window_bin,ast_complexity,ast_complexity_bin,search_memory_key,policy_score,expected_direction,x0_r3_role,note,cem_prior_score
phase3bs_00001,79f1112e7eb77e8a8c7c6172,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),15))))",cem_atom::rx_range_location::rank,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,close|high|low,"['close', 'high', 'low']",0,"CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))))",CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean>Div,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Sub:5|ZScore:1,CSRank,8,depth_le_8,14,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,15,maxwin_le_15,18,complexity_le_18,phase3bp:79f1112e7eb77e8a8c7c6172,0.22330354,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed atom bar_loc_shift_15,0.22387254
phase3bs_00002,27744043e1d26f0f51682a73,"Neg(CSRank(Mul(ZScore(Delta($intraday_ret_from_open,15)),ZScore(Std($ret_1m,15)))))",cem_resample::rx_intraday_return::rx_volatility_state::elite_inverted_product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",15,"Neg(CSRank(Mul(ZScore(Delta($F,N)),ZScore(Std($F,N)))))",Neg>CSRank>Mul>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Mul:1|Neg:1|Std:1|ZScore:2,Neg,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,1,wincount_le_1,15,maxwin_le_15,10,complexity_le_10,phase3bp:27744043e1d26f0f51682a73,0.21877383,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem round 3 elite resample intraday_delta_15 x ret_vol_15,0.22143783
phase3bs_00003,318eeb7f80eac303d7dbadec,"CSRank(Mul(ZScore(Delta(Delta($intraday_ret_from_open,30),2)),ZScore(Std($ret_1m,15))))",cem_resample::rx_intraday_return::rx_volatility_state::elite_delta_product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"CSRank(Mul(ZScore(Delta(Delta($F,N),N)),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Delta>Delta>ZScore>Std,CSRank:1|Delta:2|Mul:1|Std:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,3,wincount_le_4,30,maxwin_le_30,12,complexity_le_14,phase3bp:318eeb7f80eac303d7dbadec,0.21240924,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem round 2 elite resample intraday_delta_30 x ret_vol_15,0.22126024
phase3bs_00004,6bef5b1a9fc4e366dd6f421b,"CSRank(Mul(ZScore(Delta(Delta($intraday_ret_from_open,15),2)),ZScore(Std($ret_1m,30))))",cem_resample::rx_intraday_return::rx_volatility_state::elite_delta_product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",30,"CSRank(Mul(ZScore(Delta(Delta($F,N),N)),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Delta>Delta>ZScore>Std,CSRank:1|Delta:2|Mul:1|Std:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,3,wincount_le_4,30,maxwin_le_30,12,complexity_le_14,phase3bp:6bef5b1a9fc4e366dd6f421b,0.21240924,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem round 3 elite resample intraday_delta_15 x ret_vol_30,0.22103624
phase3bs_00005,f41e3bd06df27367689973b2,"CSRank(Mul(Sign(ZScore(Delta($intraday_ret_from_open,15))),ZScore(Std($ret_1m,15))))",cem_interaction::rx_intraday_return::rx_volatility_state::signed_state,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",15,"CSRank(Mul(Sign(ZScore(Delta($F,N))),ZScore(Std($F,N))))",CSRank>Mul>Sign>ZScore>Delta>ZScore>Std,CSRank:1|Delta:1|Mul:1|Sign:1|Std:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,1,wincount_le_1,15,maxwin_le_15,10,complexity_le_10,phase3bp:f41e3bd06df27367689973b2,0.21847383,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed interaction intraday_delta_15 x ret_vol_15 signed_state,0.22099683
phase3bs_00006,1b073628dc4ce91e545cb6d6,"CSRank(Mul(ZScore(Delta(Delta($intraday_ret_from_open,8),2)),ZScore(Std($ret_1m,15))))",cem_resample::rx_intraday_return::rx_volatility_state::elite_delta_product,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,intraday_ret_from_open|ret_1m,"['intraday_ret_from_open', 'ret_1m']",15,"CSRank(Mul(ZScore(Delta(Delta($F,N),N)),ZScore(Std($F,N))))",CSRank>Mul>ZScore>Delta>Delta>ZScore>Std,CSRank:1|Delta:2|Mul:1|Std:1|ZScore:2,CSRank,5,depth_le_6,7,opcount_le_9,2,fieldcount_le_2,3,wincount_le_4,15,maxwin_le_15,12,complexity_le_14,phase3bp:1b073628dc4ce91e545cb6d6,0.21002019,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem round 1 elite resample intraday_delta_8 x ret_vol_15,0.21833819
phase3bs_00007,0752a3b3511d4b7b0a6ed37c,"Neg(CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),15)))))",cem_atom::rx_range_location::inverted,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,close|high|low,"['close', 'high', 'low']",0,"Neg(CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N)))))",Neg>CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Neg:1|Sub:5|ZScore:1,Neg,9,depth_gt_8,15,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,15,maxwin_le_15,19,complexity_gt_18,phase3bp:0752a3b3511d4b7b0a6ed37c,0.21556594,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed atom bar_loc_shift_15,0.21047294
phase3bs_00008,c70970f75bba91b06e076457,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),30))))",cem_atom::rx_range_location::rank,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,close|high|low,"['close', 'high', 'low']",0,"CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))))",CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean>Div,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Sub:5|ZScore:1,CSRank,8,depth_le_8,14,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,30,maxwin_le_30,18,complexity_le_18,phase3bp:c70970f75bba91b06e076457,0.19915544,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed atom bar_loc_shift_30,0.19923544
phase3bs_00009,919d4ed87c7ad94cd1a0cf0a,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),8))))",cem_atom::rx_range_location::rank,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,close|high|low,"['close', 'high', 'low']",0,"CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))))",CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean>Div,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Sub:5|ZScore:1,CSRank,8,depth_le_8,14,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,8,maxwin_le_15,18,complexity_le_18,phase3bp:919d4ed87c7ad94cd1a0cf0a,0.19384346,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed atom bar_loc_shift_8,0.19483346
phase3bs_00010,e7ab4ef435533eff9ab3a00b,"CSRank(ZScore(Sub(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),Mean(Div(Sub($close,$low),Add(Abs(Sub($high,$low)),0.000001)),10))))",cem_atom::rx_range_location::rank,phase3bs_adaptive_cem_feedback,phase3bs_adaptive_cem_feedback,close|high|low,"['close', 'high', 'low']",0,"CSRank(ZScore(Sub(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),Mean(Div(Sub($F,$F),Add(Abs(Sub($F,$F)),N)),N))))",CSRank>ZScore>Sub>Div>Sub>Add>Abs>Sub>Mean>Div,Abs:2|Add:2|CSRank:1|Div:2|Mean:1|Sub:5|ZScore:1,CSRank,8,depth_le_8,14,opcount_gt_12,3,fieldcount_le_4,1,wincount_le_1,10,maxwin_le_15,18,complexity_le_18,phase3bp:e7ab4ef435533eff9ab3a00b,0.19340378,1,read_only_research_candidate,phase3bs_adaptive_cem_feedback: cem seed atom bar_loc_shift_10,0.19407378
