window,calendar_days,active_days,active_ratio,liquidity_ratio_lag1_median_active,liquidity_ratio_lag1_p10_active,liquidity_ratio_lag1_p90_active,full_days,full_mean_daily,full_ann_simple,full_ann_compound,full_sharpe,full_sortino,full_hit_rate,full_max_drawdown,full_total_return,active_mean_daily,active_ann_simple,active_ann_compound,active_sharpe,active_sortino,active_hit_rate,active_max_drawdown,active_total_return,inactive_days,inactive_mean_daily,inactive_ann_simple,inactive_ann_compound,inactive_sharpe,inactive_sortino,inactive_hit_rate,inactive_max_drawdown,inactive_total_return
2020,235,104,0.442553,0.807358,0.730371,0.956275,235,1.801e-05,0.004539,0.00455,0.035912,0.038359,0.234043,-0.12519216,-0.003211,4.07e-05,0.010257,0.01031,0.053983,0.086678,0.528846,-0.12519216,-0.003211,131,0.00066598,0.167828,0.182667,0.72207,0.99833,0.557252,-0.19729289,0.07588
2021,243,93,0.382716,0.8728,0.750591,0.960869,243,-0.00014622,-0.036846,-0.036178,-0.27745,-0.260321,0.1893,-0.13015654,-0.043107,-0.00038205,-0.096276,-0.091803,-0.448594,-0.680194,0.494624,-0.13015654,-0.043107,150,-0.00377617,-0.951595,-0.61457,-3.330136,-5.032976,0.46,-0.4905354,-0.446822
2022,242,150,0.619835,0.916503,0.839768,0.961911,242,-6.276e-05,-0.015815,-0.015691,-0.092383,-0.114961,0.301653,-0.13234815,-0.028832,-0.00010125,-0.025515,-0.025194,-0.117343,-0.18547,0.486667,-0.13234815,-0.028832,92,-0.00184471,-0.464867,-0.372051,-2.449855,-4.181901,0.456522,-0.17347442,-0.161773
2023,242,135,0.557851,0.917304,0.845564,0.95602,242,-0.00106698,-0.268878,-0.235873,-2.405446,-2.682272,0.231405,-0.27621932,-0.232311,-0.00191265,-0.481989,-0.382731,-3.250309,-4.80822,0.414815,-0.27621932,-0.232311,107,-0.00119559,-0.301289,-0.260269,-1.660523,-2.049391,0.46729,-0.16172298,-0.126335
2024,242,143,0.590909,0.898524,0.854639,0.968755,242,-0.00065746,-0.165681,-0.152729,-1.283856,-1.5525,0.252066,-0.19387934,-0.153943,-0.00111263,-0.280382,-0.244623,-1.673946,-2.627309,0.426573,-0.19387934,-0.153943,99,-0.00170114,-0.428687,-0.348874,-2.002246,-3.777588,0.40404,-0.25342041,-0.162677
2025,243,127,0.522634,0.844562,0.780254,0.931451,243,-1.392e-05,-0.003508,-0.003502,-0.024965,-0.029914,0.234568,-0.16848958,-0.012808,-2.664e-05,-0.006712,-0.00669,-0.034532,-0.057237,0.448819,-0.16848958,-0.012808,116,-0.00043008,-0.10838,-0.102735,-0.432621,-0.634645,0.5,-0.1513283,-0.062374
2026,78,38,0.487179,0.928364,0.843463,0.969198,78,0.00308941,0.778531,1.175657,4.547115,6.085253,0.320513,-0.03442312,0.266314,0.00634142,1.598037,3.918442,6.815622,12.490783,0.657895,-0.03442312,0.266314,40,-0.00178176,-0.449004,-0.361992,-1.854517,-3.739327,0.425,-0.0997549,-0.073174
