date,return,liquidity_ratio_lag1,pit_regime_label,window
2023-06-13,0.00647568,0.825534,limit_density_high,historical_2020_2024
2023-06-14,0.01120696,0.82595,limit_density_high,historical_2020_2024
2023-06-15,0.0125914,0.834483,limit_density_high,historical_2020_2024
2023-06-16,0.01320234,0.844232,limit_density_high,historical_2020_2024
2023-06-19,-0.02875149,0.856576,limit_density_high,historical_2020_2024
2023-06-20,-0.01505714,0.869069,limit_density_high,historical_2020_2024
2023-06-21,-0.01814242,0.883605,limit_density_high,historical_2020_2024
2023-06-26,-0.00904773,0.894569,limit_density_high,historical_2020_2024
2023-06-27,-0.00220495,0.903349,limit_density_high,historical_2020_2024
2023-06-28,0.00160021,0.910733,limit_density_high,historical_2020_2024
2023-06-29,0.00059828,0.909858,limit_density_high,historical_2020_2024
2023-06-30,0.00678882,0.906934,limit_density_high,historical_2020_2024
2023-07-03,-0.01259788,0.906368,limit_density_high,historical_2020_2024
2023-07-04,0.00178069,0.908943,limit_density_high,historical_2020_2024
2023-07-05,-0.01136152,0.915214,limit_density_high,historical_2020_2024
2023-07-06,-0.00195314,0.923176,limit_density_high,historical_2020_2024
2023-07-07,0.00439157,0.925426,limit_density_high,historical_2020_2024
2023-07-10,-0.01186956,0.929701,limit_density_high,historical_2020_2024
2023-07-11,0.0141466,0.934844,limit_density_high,historical_2020_2024
2023-07-12,-0.00109463,0.928997,limit_density_high,historical_2020_2024
2023-07-13,-0.00622043,0.929408,limit_density_high,historical_2020_2024
2023-07-14,-0.00752898,0.933631,limit_density_high,historical_2020_2024
2023-07-17,-0.007645,0.9335,limit_density_high,historical_2020_2024
2023-07-18,-0.02141081,0.922557,limit_density_high,historical_2020_2024
